hour,day_of_week,month,demand_index,weather,event_nearby,driver_availability,competitor_price_index,trip_distance_km,is_holiday,surge_multiplier
17,2,3,0.0,0,1,1.126,0.744,8.19,0,1.1313
20,2,7,0.0,0,1,1.165,0.93,8.16,0,1.2278
22,0,2,9.36,2,0,0.561,0.928,16.05,0,2.3002
0,2,3,20.44,0,0,1.252,1.134,5.16,0,1.1892
19,0,1,2.39,0,0,1.219,0.934,3.39,0,1.0
14,3,1,0.0,0,1,0.708,1.026,20.56,0,1.4413
17,1,1,9.03,0,0,0.679,1.225,1.3,1,1.7143
21,4,1,0.0,0,0,1.257,0.904,1.73,0,1.0
11,0,4,17.1,1,0,1.009,0.917,40.27,0,1.4708
0,1,1,5.64,1,0,0.902,0.775,1.11,0,1.4053
6,0,4,46.49,0,0,1.331,1.1,1.28,0,1.5258
18,5,6,0.0,0,1,0.949,1.132,5.98,1,1.8747
0,3,3,20.66,0,0,0.88,0.962,0.64,0,1.4023
23,6,3,27.93,0,0,0.883,1.133,14.08,0,1.595
6,1,12,43.8,0,0,1.07,0.789,0.71,0,1.6618
1,1,11,25.15,0,1,0.628,1.073,5.03,0,2.0175
6,2,5,48.79,1,0,0.796,1.071,5.73,0,2.0258
18,6,10,4.88,0,1,0.81,1.063,4.96,0,1.4977
12,0,12,16.31,0,0,1.126,1.039,15.49,0,1.0921
23,0,2,9.14,1,0,0.723,0.97,12.59,0,1.707
4,4,4,47.73,0,0,0.648,1.197,7.54,1,2.5042
22,2,1,0.0,0,0,1.086,0.877,1.86,0,1.0
18,6,10,1.18,0,0,0.776,0.919,7.63,0,1.1368
0,2,12,28.43,1,0,0.653,1.143,0.5,0,1.9902
0,4,9,13.12,1,1,0.546,1.096,13.86,0,2.0941
17,2,3,0.0,0,0,1.118,0.844,4.46,0,1.0
23,2,8,3.02,0,0,0.82,0.729,1.15,0,1.2328
0,3,4,13.3,0,0,0.967,0.882,0.5,0,1.2455
4,5,6,67.11,1,1,0.491,1.033,7.91,0,3.0538
8,1,10,52.57,0,0,0.47,0.826,13.35,0,2.0916
11,6,11,48.99,0,0,0.725,0.627,3.7,0,1.7384
8,4,4,49.62,0,0,1.097,0.931,0.99,0,1.6845
17,3,4,0.0,0,1,0.75,0.983,1.67,0,1.5903
22,5,11,27.12,0,0,1.022,1.009,7.74,0,1.2576
10,3,6,31.27,1,0,0.779,0.78,4.94,0,1.7704
0,3,8,26.42,0,0,0.939,0.939,6.1,0,1.4203
18,2,9,0.15,1,0,0.186,1.15,1.46,1,2.5508
21,5,2,1.02,1,0,0.746,1.065,0.5,0,1.5116
9,5,6,53.76,0,1,0.654,0.6,6.1,0,2.3899
1,4,1,24.91,2,0,1.137,0.896,9.82,0,1.9738
6,2,7,49.8,0,0,1.054,0.9,12.55,0,1.7627
19,2,10,0.0,0,0,1.049,0.908,8.23,0,1.1489
1,3,3,44.44,0,0,1.308,1.013,3.34,1,1.9786
18,0,9,0.0,0,0,1.187,1.133,1.22,0,1.0
5,4,6,39.11,0,0,0.822,0.822,3.48,0,1.719
9,4,12,48.0,0,0,1.501,0.96,23.5,0,1.5192
8,3,9,49.31,0,1,0.823,1.171,32.29,0,2.1469
7,3,6,45.51,0,0,0.783,0.874,5.52,0,1.8185
10,6,4,47.2,0,0,0.946,1.283,4.11,0,1.8404
8,1,6,45.09,0,1,0.459,1.412,2.63,0,2.4878
19,3,1,0.0,0,0,1.15,1.209,3.81,0,1.0294
19,2,10,0.0,0,0,1.092,1.089,2.64,0,1.0087
8,6,8,68.12,0,1,0.868,1.147,16.26,0,2.4693
7,3,10,59.39,1,0,1.353,1.071,14.3,1,2.2627
14,4,8,12.48,0,0,0.837,0.85,9.13,0,1.3001
1,0,3,26.11,0,0,1.114,0.763,4.55,0,1.3414
23,0,5,1.32,0,0,0.872,0.91,3.9,0,1.193
0,2,5,13.67,0,1,0.527,1.267,12.13,0,1.8948
8,0,3,29.82,1,1,0.466,0.956,1.19,0,2.695
8,3,11,63.56,0,1,1.153,0.913,11.64,0,2.3437
12,0,11,30.07,2,0,0.989,0.935,0.5,0,2.1367
7,3,6,44.88,0,0,0.835,0.894,0.5,0,1.7585
20,5,11,14.0,0,0,1.16,1.03,17.14,0,1.1364
4,1,9,44.82,0,0,0.909,0.804,6.73,0,1.4941
2,4,11,41.04,0,1,0.984,1.149,0.5,0,1.9047
20,5,12,13.58,0,1,0.757,1.224,5.12,0,1.7377
3,2,3,40.24,0,0,0.74,1.183,10.65,0,1.6593
16,1,9,0.0,1,1,0.47,1.037,1.09,0,2.1033
15,0,8,0.0,1,0,1.049,1.172,4.49,0,1.1606
15,2,5,3.12,2,0,0.994,0.916,14.37,0,1.8373
19,6,9,0.0,1,0,1.127,1.129,6.4,0,1.2497
2,3,7,38.78,0,0,1.137,0.946,2.16,0,1.5029
5,1,3,37.14,0,1,0.787,1.469,4.25,0,1.9742
0,4,10,19.9,0,0,1.257,1.106,1.83,0,1.2788
20,4,2,0.0,0,0,1.164,1.137,6.9,0,1.0
15,1,11,0.89,0,0,1.154,0.999,8.69,0,1.0
14,1,5,0.0,0,0,0.612,0.959,14.88,0,1.225
6,1,3,43.77,0,0,0.644,0.919,1.74,0,1.8523
1,0,12,31.35,0,1,1.02,0.94,6.21,0,1.9784
9,5,10,51.78,1,0,0.71,1.161,27.0,0,2.45
14,5,9,27.76,0,1,0.857,1.02,37.52,0,1.9181
5,5,11,63.58,0,0,1.174,1.081,2.41,0,1.8226
1,4,10,27.76,1,0,1.239,0.995,41.74,0,1.6247
23,6,7,26.47,0,0,1.015,0.938,7.01,0,1.3673
23,4,10,15.23,0,0,1.269,1.31,0.5,0,1.1059
16,0,10,0.0,0,0,0.946,0.827,8.64,0,1.0272
0,2,8,22.43,0,0,1.123,0.99,9.45,0,1.2688
0,4,6,33.95,1,0,1.131,1.097,0.5,1,2.1941
3,2,9,54.82,0,0,0.898,1.092,1.01,0,1.816
19,6,6,11.57,0,0,0.451,0.731,28.84,0,1.4724
15,2,12,0.0,0,1,0.986,0.982,5.15,0,1.2417
7,2,3,42.85,0,0,0.791,0.877,1.86,0,1.6359
0,4,2,21.01,1,0,0.274,0.928,1.88,0,1.8952
18,3,1,0.0,0,0,0.683,1.493,10.26,0,1.2902
10,2,9,38.05,0,0,0.773,0.824,7.78,0,1.5011
16,5,6,9.17,0,0,0.877,1.028,8.71,0,1.2605
9,6,4,55.51,0,0,1.195,1.039,7.44,0,1.8033
11,6,5,41.23,0,0,0.979,1.191,24.84,0,1.7732
8,3,8,35.89,0,0,0.552,1.068,1.26,0,1.9567
6,0,1,48.21,0,0,0.793,0.89,20.77,0,1.8126
11,5,8,52.0,1,0,0.948,1.252,0.54,0,2.1287
14,6,7,21.34,0,1,0.883,0.876,20.01,0,1.4898
7,3,9,56.27,0,0,0.741,0.951,6.16,1,2.3992
16,3,4,0.0,0,0,1.259,0.864,0.5,0,1.0
4,1,11,50.69,0,0,0.914,1.122,0.5,0,1.8503
13,2,5,21.41,2,1,0.521,0.891,5.47,0,2.6
1,4,8,22.13,0,0,1.066,1.168,18.75,0,1.3039
15,1,3,7.53,0,1,1.092,0.992,0.98,0,1.393
16,5,10,0.0,0,0,1.445,1.256,0.8,0,1.0
2,3,11,32.63,1,0,0.468,1.072,17.35,0,2.2013
22,0,1,22.77,0,0,0.944,0.942,2.25,0,1.3671
0,4,1,19.62,0,0,0.978,0.713,4.3,0,1.2093
17,0,11,0.26,2,0,1.212,0.893,5.86,0,1.6493
17,3,11,0.0,1,0,0.998,0.857,1.81,1,1.6597
3,0,10,44.93,1,0,1.029,1.088,0.5,1,2.4884
14,1,6,0.0,0,0,1.304,1.064,16.23,0,1.0
18,0,2,0.0,0,1,0.81,0.738,5.83,0,1.5923
18,1,9,0.0,1,0,0.9,0.783,1.71,0,1.2587
9,2,5,49.53,0,1,1.537,0.782,1.14,1,2.2155
4,6,11,71.15,0,0,1.205,0.908,8.48,0,1.9994
18,4,9,0.0,0,1,0.664,0.847,10.71,0,1.4199
10,0,8,32.81,0,0,1.047,1.125,10.42,0,1.4771
6,1,8,59.77,0,1,0.83,1.306,1.5,0,2.4573
4,3,5,33.2,1,0,0.537,0.931,4.97,1,2.6432
19,5,11,15.28,0,0,1.503,1.11,37.05,0,1.0
11,6,12,42.87,0,0,1.136,1.127,3.37,0,1.7511
18,3,2,0.0,1,0,0.641,0.892,3.39,0,1.452
14,1,11,5.37,2,0,0.951,1.051,5.02,0,1.7385
11,4,11,42.02,1,0,0.401,1.008,6.81,1,2.6701
3,2,11,40.68,0,0,0.739,0.972,16.98,0,1.7355
11,2,6,17.49,2,0,0.66,0.836,6.27,0,2.2427
17,4,11,0.0,0,0,0.994,0.969,4.68,0,1.1233
16,5,5,7.67,0,0,0.95,1.058,0.87,0,1.174
18,0,3,0.0,0,1,0.643,1.306,4.9,0,1.7649
15,1,10,8.38,0,0,1.512,0.974,2.3,0,1.0
10,2,9,37.26,1,0,0.764,1.171,6.97,0,2.0736
1,4,7,33.23,1,0,1.073,1.12,3.73,0,1.7037
15,2,12,0.0,0,0,0.852,0.924,3.05,0,1.1076
0,2,12,18.88,0,0,1.61,1.083,7.87,0,1.0
16,0,9,0.0,0,0,0.791,0.895,3.55,0,1.1276
17,2,10,2.41,0,1,1.464,1.028,9.93,0,1.1764
12,1,11,30.63,0,0,1.021,0.969,9.8,0,1.5785
4,4,4,54.36,0,0,1.115,1.079,8.71,0,1.7054
23,5,3,25.6,1,0,0.582,1.182,3.68,0,1.9779
5,5,2,56.56,0,0,0.941,0.793,10.38,0,1.9255
0,5,5,31.41,1,0,0.883,0.878,5.81,0,1.7723
9,0,1,40.49,1,1,0.684,0.698,16.41,0,2.4299
4,5,6,62.72,2,0,0.805,1.063,6.89,0,2.716
0,0,2,21.63,2,0,0.545,1.092,7.34,0,2.3739
22,5,12,20.55,0,0,1.315,0.999,9.44,0,1.0403
10,4,12,35.09,0,1,0.64,1.171,15.81,0,2.0307
23,1,9,20.39,0,0,1.312,1.159,3.58,0,1.2077
23,6,5,29.1,0,0,1.035,1.165,2.45,0,1.4923
6,5,2,61.46,1,0,1.352,1.186,9.25,0,2.0257
17,2,4,0.0,1,0,0.88,1.03,22.52,0,1.5206
20,2,6,0.36,1,1,0.294,0.956,4.09,0,2.2199
19,5,4,22.04,1,0,1.04,1.057,5.92,0,1.4679
20,1,5,0.0,1,1,0.322,0.888,11.04,1,2.682
9,6,4,49.89,0,0,1.153,0.974,42.04,0,1.6546
14,3,4,7.53,2,0,0.543,0.81,1.48,0,2.029
3,4,3,34.28,1,0,0.979,0.928,4.96,0,1.8248
15,1,9,0.91,1,0,0.741,0.977,9.47,0,1.4999
14,2,3,17.46,0,0,0.897,0.864,0.5,0,1.1581
14,4,4,0.0,0,0,0.979,0.807,7.94,0,1.0
11,5,8,40.93,0,1,0.912,0.835,18.14,1,2.6194
7,4,5,49.79,0,0,0.845,1.02,2.68,0,1.9298
7,2,7,53.97,0,0,1.161,0.878,1.78,0,1.5595
17,1,6,0.0,2,0,0.92,0.6,2.51,0,1.6093
5,3,1,61.83,2,0,0.709,1.057,2.56,0,2.584
4,4,2,51.51,2,0,0.355,0.963,25.4,0,3.0025
1,5,10,45.6,1,0,0.869,1.052,19.93,0,2.1054
11,4,5,24.5,2,0,0.897,0.995,3.91,0,2.0934
3,4,10,26.61,0,0,1.371,0.781,5.64,0,1.0239
22,5,3,14.64,0,0,1.153,1.235,7.07,0,1.2079
12,5,12,36.08,0,0,1.067,1.204,5.88,0,1.3573
16,5,8,17.18,1,0,0.694,1.216,24.88,0,1.7735
15,6,8,22.33,1,1,1.023,0.997,4.87,0,2.1289
8,1,2,50.5,0,0,0.649,0.995,0.5,0,2.0463
0,4,6,15.57,0,0,0.598,1.109,2.8,0,1.5686
14,5,7,44.73,2,0,0.878,0.878,11.26,0,2.5204
11,2,7,24.45,0,0,0.904,0.879,1.86,0,1.2664
4,2,3,57.12,0,1,0.632,1.28,1.25,0,2.4286
22,5,9,21.68,0,0,0.761,0.893,39.74,0,1.4917
23,0,7,6.83,0,0,0.703,1.086,0.5,0,1.4071
17,6,1,6.78,0,0,1.394,1.017,10.94,0,1.009
19,4,9,0.0,0,0,0.988,1.23,14.12,0,1.0
1,6,11,27.27,1,0,0.889,1.221,1.63,0,1.8032
3,3,6,42.07,1,0,0.76,0.948,11.4,1,2.6299
14,6,6,15.24,0,0,0.939,0.798,1.01,0,1.2869
5,0,7,32.63,0,0,1.079,1.022,0.5,0,1.3532
21,4,2,0.0,0,0,0.869,1.011,14.0,0,1.2027
11,6,11,40.25,1,0,1.184,0.989,6.16,0,1.8445
17,4,2,0.0,0,0,1.002,0.924,18.16,0,1.0
19,5,4,0.0,0,0,1.076,1.014,9.19,0,1.0153
3,1,12,32.59,1,0,0.854,1.008,2.89,0,1.938
0,6,2,49.04,0,0,0.512,1.051,10.26,0,2.0032
14,1,7,10.11,0,0,1.026,1.124,3.4,0,1.258
17,2,10,0.0,0,1,1.221,1.114,6.73,0,1.1475
13,0,9,9.63,0,0,0.962,0.787,0.75,0,1.2384
2,0,2,32.66,0,0,0.975,0.898,0.97,0,1.6572
14,5,1,16.97,1,0,1.127,0.952,1.65,1,1.8563
4,0,1,48.16,0,0,0.814,0.983,1.16,0,1.6952
23,5,2,20.44,0,0,0.852,0.885,0.5,1,1.8271
21,2,12,0.0,0,1,0.721,0.733,8.19,0,1.3729
2,3,3,42.98,2,0,0.818,0.945,23.45,0,2.4037
21,3,1,0.0,0,0,0.789,0.858,13.02,0,1.012
6,5,8,69.94,0,1,0.615,1.205,2.04,0,2.623
5,3,6,41.11,1,0,0.398,0.817,0.5,1,2.7158
21,5,3,19.83,2,0,0.588,0.73,25.38,0,2.1655
0,0,9,16.47,2,0,0.825,1.067,19.52,0,2.1313
18,4,4,0.0,0,0,0.868,0.871,3.99,1,1.4848
6,0,9,55.1,1,1,0.511,0.831,0.59,0,2.7998
3,5,5,66.21,2,1,0.878,1.149,13.35,0,3.1368
11,4,9,30.87,1,1,0.595,1.151,10.81,0,2.3514
19,6,8,6.99,0,0,1.179,0.99,1.99,0,1.0
22,1,2,0.0,0,1,1.265,1.111,2.26,0,1.1367
17,5,5,5.62,1,1,0.462,0.747,9.0,0,2.0947
8,5,1,62.39,1,1,0.839,1.05,35.03,0,2.4017
18,2,1,0.0,0,0,1.083,0.875,3.07,0,1.0368
21,6,3,19.05,0,0,1.13,1.124,1.79,0,1.1422
3,3,1,45.08,0,0,1.187,1.08,3.58,0,1.7334
0,0,6,8.61,1,1,0.569,0.729,3.66,0,2.1567
8,0,6,57.55,1,0,1.012,1.042,5.61,1,2.6
14,1,5,0.0,0,0,0.992,1.056,10.78,0,1.0
21,4,9,0.0,1,0,0.484,0.932,0.5,0,1.7245
7,3,11,46.24,0,0,0.996,0.943,13.39,0,1.6654
14,2,4,1.86,1,1,0.555,1.182,4.68,0,2.0978
14,4,3,0.0,0,0,1.073,1.064,17.97,0,1.0
17,4,3,0.0,0,0,0.941,0.992,16.35,0,1.2215
6,5,1,59.85,0,0,1.407,0.952,3.28,0,1.6187
21,3,4,0.0,0,1,0.851,0.837,10.96,0,1.4759
17,2,7,0.71,1,0,0.612,1.012,18.48,0,1.5999
15,6,8,18.49,0,0,0.624,1.122,4.31,0,1.5017
1,6,6,38.2,0,0,0.773,0.795,4.14,0,1.5695
3,3,7,33.04,1,0,0.752,1.173,18.52,0,2.0681
19,3,5,6.56,1,0,0.704,1.244,5.69,0,1.4594
15,0,8,0.0,0,0,0.696,1.035,2.03,0,1.2006
2,2,10,44.82,2,0,1.162,0.931,9.29,0,2.1611
23,4,3,9.21,0,0,0.947,1.003,5.02,0,1.2052
22,3,8,11.32,0,0,0.667,1.061,1.31,0,1.4158
1,1,11,9.98,0,0,0.801,0.685,6.8,0,1.0576
2,2,10,12.01,0,0,1.139,1.289,1.14,0,1.2541
4,1,7,55.9,0,1,0.445,0.873,14.23,1,3.0952
1,4,9,33.91,0,1,0.341,1.192,11.0,0,2.3956
18,2,6,0.0,1,1,0.742,0.999,6.75,0,1.7556
23,0,10,10.56,2,0,0.507,0.908,1.84,0,2.1565
19,2,10,9.31,2,1,0.173,1.16,6.22,0,2.7871
1,4,2,16.95,0,0,0.975,0.628,56.63,0,1.2822
1,0,12,35.58,1,0,0.722,1.043,7.35,0,1.9924
21,4,11,0.74,0,0,0.929,0.997,20.5,0,1.0907
23,5,5,19.0,0,0,1.095,1.071,48.95,0,1.1846
22,2,9,15.85,0,0,1.265,1.085,6.76,1,1.6191
19,4,7,0.0,0,0,1.165,0.985,4.14,0,1.0
17,2,12,0.0,1,1,0.773,0.977,17.67,0,1.9533
19,0,11,0.0,2,0,0.829,1.042,8.11,0,1.8495
20,2,12,0.0,0,0,0.935,1.247,15.22,0,1.0
13,4,3,12.66,0,0,0.671,1.046,16.74,0,1.4902
14,4,2,7.06,0,0,0.896,0.796,1.9,0,1.0
11,5,8,58.51,0,0,1.07,0.838,4.79,0,1.6598
10,6,8,37.59,0,0,1.074,1.135,6.26,1,2.1253
10,5,1,38.33,0,0,1.153,0.981,1.34,1,2.0897
6,4,2,48.16,0,0,0.749,1.089,5.25,0,2.0351
11,1,5,20.02,1,0,0.89,1.115,0.5,0,1.7243
15,1,5,0.0,0,0,1.211,1.191,13.63,0,1.0
4,1,7,55.28,1,0,0.917,1.181,16.07,0,2.1025
1,3,5,30.55,0,0,0.825,0.875,5.2,0,1.464
21,5,12,14.05,0,0,1.249,1.244,4.83,0,1.0213
15,2,9,0.0,1,0,0.566,1.096,8.38,0,1.5112
22,1,1,9.49,0,1,1.191,1.191,4.32,1,2.0726
14,4,5,5.3,0,0,1.05,1.289,1.24,0,1.0236
10,4,3,31.74,0,0,0.811,1.156,18.22,0,1.7825
5,1,10,58.52,0,0,0.869,0.908,12.62,0,1.973
12,5,11,47.85,0,1,0.52,1.139,24.75,0,2.6081
18,1,6,0.0,0,0,1.128,1.042,3.44,0,1.0
9,4,1,46.39,1,0,0.908,0.97,3.03,0,2.1284
23,1,2,14.39,1,1,0.777,0.705,14.25,1,2.6237
18,6,9,0.0,1,0,0.913,1.11,25.65,0,1.5026
4,5,9,64.22,0,0,1.013,0.704,9.53,0,1.8591
20,3,12,0.0,1,0,1.184,1.008,6.5,0,1.2927
6,3,2,55.42,0,1,0.797,1.137,9.9,1,2.8998
10,6,4,52.07,0,0,1.326,1.118,1.89,0,1.8463
13,5,10,19.91,0,0,0.659,0.705,0.77,0,1.4041
22,3,3,11.68,0,0,1.453,0.764,1.29,0,1.0
20,0,8,0.0,0,0,1.009,1.048,0.56,0,1.0
15,3,1,0.0,0,0,0.667,0.862,4.66,0,1.1752
17,4,9,0.0,0,0,1.067,0.7,5.24,0,1.0
20,5,4,9.55,1,1,0.602,1.081,10.12,0,2.1593
22,6,12,13.81,1,0,1.21,0.972,9.17,0,1.3085
22,0,8,0.0,0,0,0.664,0.958,2.91,0,1.1165
3,4,8,45.85,1,0,0.893,0.885,13.52,0,2.1837
0,4,6,44.07,0,0,1.147,1.029,4.54,0,1.3894
21,5,12,17.87,2,0,1.237,0.979,6.05,0,1.6844
14,5,10,14.74,0,0,1.296,0.869,3.7,0,1.2358
13,1,9,15.26,0,0,1.132,1.043,2.8,0,1.2496
18,6,8,9.23,0,0,0.742,0.99,5.78,0,1.3879
4,5,3,62.82,0,0,0.913,1.019,3.86,0,2.0272
3,2,6,39.02,0,1,0.733,1.077,7.49,0,2.3627
12,3,2,23.1,0,1,0.735,1.07,6.79,0,1.9473
17,5,1,6.41,0,0,1.089,1.239,7.69,0,1.1222
11,2,5,43.21,0,0,1.004,1.156,2.75,1,2.1282
22,2,7,2.23,0,0,0.926,1.391,17.11,0,1.2246
20,1,12,0.0,0,0,0.831,0.772,24.44,0,1.4062
14,2,6,0.0,0,0,0.634,1.022,2.85,0,1.2674
22,3,4,5.47,0,0,1.184,1.066,5.34,0,1.0
8,0,4,51.71,1,0,0.789,0.886,41.83,0,2.1355
3,4,9,39.88,0,0,0.552,1.025,4.45,0,1.8283
4,3,12,54.02,0,0,1.191,1.185,0.5,0,1.7878
8,1,3,53.49,0,0,0.918,0.994,0.5,0,1.8089
12,0,11,25.26,2,0,0.815,0.991,14.21,0,2.0535
9,1,2,50.52,0,0,0.858,0.97,0.62,0,1.7166
15,6,6,15.33,0,0,0.915,1.41,3.94,0,1.4681
12,3,1,15.62,0,0,0.969,0.854,20.9,0,1.1418
3,4,2,44.78,0,1,0.562,1.005,4.26,0,2.1395
20,2,4,0.0,1,0,0.995,1.088,2.54,0,1.3898
12,5,9,29.45,0,0,0.898,1.178,5.44,0,1.4471
20,5,4,11.54,0,0,1.231,1.121,2.28,0,1.0401
7,2,10,36.47,0,0,0.635,1.24,7.86,0,1.6755
12,1,11,18.44,0,0,0.432,1.166,7.11,0,1.6917
14,0,3,27.6,0,0,0.959,0.97,17.1,0,1.4955
19,5,11,12.66,0,0,0.88,0.963,4.39,0,1.2433
19,4,1,0.0,0,1,0.691,1.194,51.29,0,1.5939
12,1,12,14.23,0,0,1.138,0.979,10.61,1,1.6309
22,4,8,8.56,2,1,0.492,0.811,1.97,0,2.4483
4,5,11,54.8,0,0,0.751,1.22,2.3,0,1.9197
21,1,4,11.49,1,0,0.379,0.863,2.2,0,1.7321
21,6,11,5.1,0,0,0.861,1.163,1.18,0,1.3699
5,6,2,60.82,0,0,0.855,1.06,3.6,0,2.0555
4,0,7,44.32,0,0,1.021,0.98,0.5,0,1.6354
12,6,12,43.18,0,1,0.668,0.727,10.22,0,1.9373
4,3,1,49.28,1,0,0.878,0.729,48.18,1,2.6072
12,2,3,9.88,0,0,0.621,0.847,3.52,0,1.2363
23,4,10,0.0,1,0,1.017,1.043,28.41,0,1.1879
19,6,11,10.34,0,0,1.266,0.914,18.4,0,1.0
22,4,5,0.0,2,0,0.668,0.956,4.13,0,1.9098
7,0,7,47.28,0,1,0.574,1.06,9.37,0,2.2796
8,4,3,43.95,0,0,1.208,1.324,11.15,0,1.5177
20,3,4,0.0,1,1,0.967,1.022,1.74,0,1.6796
18,3,5,0.0,2,1,0.839,1.129,7.5,0,2.0739
19,0,10,6.29,0,0,0.678,1.066,0.5,0,1.3046
14,1,2,3.72,1,0,1.371,1.009,17.72,0,1.033
21,1,12,0.0,0,0,1.401,0.982,0.55,0,1.0
9,4,9,30.5,1,0,0.979,1.254,21.06,0,1.7986
10,6,7,50.72,1,1,0.582,0.886,21.45,0,2.5185
4,4,2,42.16,0,0,1.466,1.021,40.21,0,1.3572
8,0,12,48.08,0,0,0.938,1.121,25.1,0,1.8073
10,6,6,52.8,0,1,0.898,1.057,2.06,0,2.1593
18,3,7,0.0,0,0,1.315,1.035,4.26,0,1.0
1,0,12,15.3,2,0,0.747,0.97,12.08,0,2.0724
5,1,10,47.98,0,0,0.663,0.849,8.41,0,1.7348
22,3,12,3.03,1,0,0.937,0.936,5.1,0,1.5135
20,4,4,0.0,0,1,0.499,0.933,8.66,0,1.6795
0,1,11,18.51,0,0,1.277,0.905,0.5,0,1.1999
2,6,4,52.43,2,1,0.895,1.114,2.5,0,2.9614
2,6,8,47.64,0,0,1.455,0.766,3.25,0,1.3039
13,2,2,17.76,0,0,0.954,0.932,19.1,0,1.4137
19,1,2,0.0,0,0,0.667,1.131,2.7,0,1.2676
21,3,2,2.45,0,0,1.228,1.216,1.23,0,1.0052
4,3,11,38.6,1,1,0.752,0.992,0.5,0,2.4018
16,0,2,0.02,1,0,0.893,0.874,0.93,0,1.4129
14,3,7,10.74,1,0,0.621,1.022,10.35,0,1.5797
5,2,4,43.81,1,0,0.577,0.955,9.39,0,2.2768
13,2,5,16.29,0,1,0.916,1.069,10.73,0,1.6436
13,6,8,34.93,0,0,0.891,1.057,6.59,0,1.528
16,3,7,0.0,0,0,1.144,0.824,41.96,0,1.0
7,4,11,33.4,0,0,1.051,0.671,2.85,0,1.2668
7,3,8,57.63,0,0,0.685,0.917,5.13,0,2.0935
18,4,5,0.0,0,0,1.274,0.727,4.96,0,1.0
8,3,8,44.89,2,0,1.2,1.091,0.5,0,2.2356
10,1,1,33.89,0,1,0.55,0.765,9.15,0,2.2365
12,3,5,21.48,2,0,0.235,1.125,9.03,0,2.646
12,1,12,14.02,1,0,0.625,1.01,9.07,0,1.7185
23,4,11,33.6,0,0,0.477,1.147,0.5,0,1.7687
18,3,10,0.0,0,1,0.732,0.959,3.85,0,1.3879
20,4,2,6.54,0,0,1.041,0.964,16.7,0,1.1184
18,6,5,7.38,0,0,0.8,0.99,1.73,0,1.4794
4,2,12,45.13,0,0,1.444,1.033,10.03,0,1.5497
15,5,2,9.28,0,1,0.828,1.12,13.87,0,1.5022
8,6,6,61.66,1,0,0.93,0.994,3.06,0,2.1028
19,0,9,0.0,0,1,0.957,0.978,4.58,0,1.3213
21,4,12,0.0,0,0,1.037,0.96,0.5,0,1.0
2,1,2,26.9,1,0,0.957,0.952,2.08,0,1.7426
18,0,10,0.0,1,0,1.243,0.957,23.87,0,1.31
4,5,2,61.05,0,0,1.261,0.787,2.88,0,1.5735
7,6,10,47.1,0,0,0.905,1.043,3.93,0,1.8301
13,3,3,11.35,0,0,1.117,0.834,10.75,0,1.2103
23,1,10,20.79,0,0,0.947,0.892,22.19,0,1.1571
2,0,5,36.8,1,0,1.03,1.012,11.27,0,1.6872
23,6,10,30.07,0,0,1.353,1.013,1.58,0,1.2707
12,0,9,30.11,0,0,1.069,0.91,1.14,0,1.3543
10,4,3,47.04,0,0,1.367,1.163,29.0,0,1.6129
7,6,9,60.66,0,0,0.87,1.353,7.77,0,1.9827
18,3,9,3.45,0,0,0.963,1.127,5.38,0,1.05
9,3,9,29.89,1,0,0.422,0.6,2.56,1,2.4698
17,3,4,0.0,0,0,1.397,0.933,10.84,0,1.0
17,4,10,5.58,0,0,0.948,1.052,6.11,0,1.0079
6,4,6,54.36,2,0,0.825,0.85,9.56,0,2.6844
15,3,2,0.0,0,0,0.773,1.264,10.62,0,1.2407
5,6,1,57.86,0,0,1.29,1.338,4.07,0,1.924
15,0,2,1.47,0,0,1.026,0.944,18.56,0,1.0
15,5,4,10.84,0,0,0.968,0.847,1.25,0,1.0418
22,3,7,16.03,0,0,0.86,0.999,10.3,1,1.7976
23,4,2,0.0,0,0,1.177,0.705,2.7,0,1.0
0,3,10,34.97,0,0,1.088,0.74,5.34,0,1.4416
23,4,1,15.34,0,1,0.649,1.061,4.22,0,1.7742
18,3,3,0.0,0,0,0.894,0.93,0.5,1,1.5988
2,6,7,55.19,0,0,0.865,1.015,4.26,0,2.0013
5,5,3,51.91,1,1,0.653,0.796,5.87,0,2.6901
3,0,2,30.58,2,0,0.579,1.051,6.19,1,3.1478
3,6,1,53.98,1,0,0.579,1.23,10.26,0,2.4107
3,0,3,52.91,1,0,0.471,1.004,5.56,0,2.3391
9,4,7,34.02,1,0,0.425,1.083,9.08,0,2.2379
8,4,3,54.68,0,1,0.969,0.807,2.9,0,2.0289
7,1,5,64.71,0,1,0.603,0.914,2.04,0,2.6261
18,2,11,0.0,0,0,1.07,1.056,9.26,0,1.0351
16,1,6,1.09,0,0,1.26,1.284,19.1,0,1.0
16,4,12,0.0,1,0,0.709,0.922,2.72,0,1.4608
0,5,5,37.47,2,0,0.718,1.188,2.69,0,2.4264
19,4,1,1.06,0,1,0.541,1.055,7.59,0,1.674
13,3,5,16.54,0,0,0.967,0.865,29.69,0,1.2729
21,1,3,0.0,0,1,0.454,0.885,12.11,0,1.7644
19,2,8,0.0,0,1,0.662,0.916,3.88,0,1.5508
10,1,5,32.65,0,0,0.763,0.968,23.83,0,1.5893
2,6,8,60.99,0,1,0.72,0.94,0.68,0,2.6104
23,0,9,4.42,1,0,0.925,1.122,5.74,1,2.0826
